Jurisdicción,CUE Anexo,Nombre,Sector,Ámbito,Domicilio,CP,Código de área,Teléfono,Fecha alta,Cant. Alumnos,Asignación parcial ($),Asignación final ($),Promedio nota alumnos
Río Negro,620044200,CENTRO DE EDUCACION TECNICA NRO. 5 DON JAIME FELIPE MORANT,Estatal,Urbano,KURTZ SEEMANN 150 PORTAL DE LAS ROSAS EX CEM 95 - CCT 3,R8303,299,4980119,05/02/1970,3933,"$  78.660,00","$  78.660,00",5
Río Negro,620031003,CENTRO DE EDUCACION BASICA PARA ADULTOS NRO.27,Estatal,Rural,TRAMONTI Y PRIMEROS POBLADORES   ESC. 34,R8364,2946,493525,25/09/1966,4704,"$  94.080,00","$  103.488,00",10
Santa Fe,820467000,JARDIN DE INFANTES PART. INC. NRO 1510 CONCORDIA,Privado,Urbano,RIVADAVIA 1930  ESC. PRIMARIA NRO 1258,S3555,3408,496310,26/07/1973,2418,"$  48.360,00","$  48.360,00",6
Mendoza,500100000,TOMAS PRISCO,Estatal,Urbano,LA COLONIA DEFENSA,M5572,,02623-421454,07/08/1958,2825,"$  56.500,00","$  56.500,00",10
Corrientes,180080600,ESCUELA Nº 799 MARIA ANGELICA ARBO DE BORJAS,Estatal,Rural,PEDRO RIOS S/N BO.CENTRO  03782-15405155,W3421,3782,15611726,11/11/1991,3223,"$  64.460,00","$  70.906,00",8
La Rioja,460050800,ESC.N°082 RAUL ORIHUELA,Estatal,Rural,PASAJE NIÑO ALCALDE S/N° SANTA ROSA,F5385,3826,481001 C/P,08/03/1977,4646,"$  92.920,00","$  102.212,00",5
San Juan,700068500,ESCUELA TÉCNICA DE CAPACITACIÓN LABORAL JERÓNIMO LUIS DE CABRERA,Estatal,Urbano,RUTA PROVINCIAL N°12 KM 25  BASILIO NIEVAS,J5401,264,4307712,10/04/1976,4470,"$  89.400,00","$  89.400,00",5
Buenos Aires,60448500,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,AVDA. ZAPIOLA E/ JUJUY Y LA RIOJA 120,7240,2227,43-1440,09/05/1987,1581,"$  31.620,00","$  31.620,00",6
Catamarca,100037900,ESCUELA N° 415 MAESTRO MIGUEL ÁNGEL ARÉVALO,Estatal,Rural,OYOLA,K4235,,,06/06/1995,1600,"$  32.000,00","$  35.200,00",10
Mendoza,500037100,ESCUELA N°1-632 MAESTRO ALBERTO DERANI,Estatal,Urbano,LA ARGENTINA 851 EL TOTORAL,M5560,2622,424607,09/11/1986,4585,"$  91.700,00","$  91.700,00",10
Misiones,540143105,NENI Nº 10 (Ext. ESC. Nº 726),Estatal,Urbano,MBORORE,3380,3751,15597705,26/05/1957,4972,"$  99.440,00","$  99.440,00",10
Córdoba,140096600,INSTITUTO LA ASUNCION DE MARIA,Privado,Urbano,PASAJE CURA BROCHERO 189  ELENA,X5815,358,4881299,11/03/1991,4702,"$  94.040,00","$  94.040,00",6
Jujuy,380070600,ASOCIACION CIVIL LA CASA DEL NIÑO RINCON DE VIDA,Estatal,Urbano,MANZANA 150 - LOTE 6  EL ARENAL 68 VIVIENDAS,Y4600,388,4058034,27/03/1950,4562,"$  91.240,00","$  91.240,00",5
Santa Fe,820134300,E.E.S. ORIENTADA NRO 318 ANTÁRTIDA ARGENTINA,Estatal,Rural,ENTRE RIOS 513,S2222,3466,496197,26/02/1983,3946,"$  78.920,00","$  86.812,00",4
Tucumán,900191900,ESC. MEDIA DE LA CRUZ,Estatal,Rural,RUTA 304 GRAL. SAN MARTIN - KM 41 1/2,T4119,381,156900044,09/09/1993,2912,"$  58.240,00","$  64.064,00",5
Río Negro,620090500,ESCUELA PRIMARIA NRO.363,Estatal,Urbano,YAPUR CHEHUEN S/N AEROCLUB PROYECTO DE JORNADA EXTENDIDA,R8422,2940,491259,04/01/1953,4809,"$  96.180,00","$  96.180,00",5
Salta,660030100,JESUS DE LA DIVINA MISERICORDIA EX N° 921,Estatal,Urbano,MAESTRA TORANZO Y PROF. BELTRAME S/N°  MARTELL,A4560,3873,424196,05/11/1957,2615,"$  52.300,00","$  52.300,00",5
Buenos Aires,60285700,ESCUELA DE EDUCACIÓN PRIMARIA Nº120 HERMINIA L. BRUMANA,Estatal,Urbano,17 E/ 35 Y 36 170,1900,221,421-1179,01/07/1992,4578,"$  91.560,00","$  91.560,00",7
Buenos Aires,60393200,JARDÍN DE INFANTES Nº905 MANUEL BELGRANO,Estatal,Urbano,AVDA. ALTE. BROWN-COLUMNA 192 192,1931,221,466-0150,08/07/1963,3594,"$  71.880,00","$  71.880,00",7
Santiago del Estero,860003701,ANEXO ESCUELA N° 1106,Estatal,Rural,SAN CARLOS,G4197,,,09/06/1993,2323,"$  46.460,00","$  51.106,00",6
Santa Fe,820179000,CENTRO EDUCACION AGRICOLA 2 SIN NOMBRE,Estatal,Urbano,MENDOZA 3089 NUEVA ROMA,S2170,3464,422566,19/10/1987,3353,"$  67.060,00","$  67.060,00",7
Buenos Aires,60362700,ESCUELA DE EDUCACIÓN PRIMARIA Nº38 LEOPOLDO LUGONES,Estatal,Rural,CUARTEL IV S/N,6740,2632,15-41-0880,20/08/1994,3207,"$  64.140,00","$  70.554,00",9
Mendoza,500013000,DAVID ORTIZ,Estatal,Rural,CALLE 16 S/N  LOS CAMPAMENTOS,M5620,,02625-15419134,22/12/1982,2923,"$  58.460,00","$  64.306,00",6
Salta,660118900,LA SAGRADA FAMILIA EX 2512,Estatal,Urbano,Roberto Romero S/N  Entre B° San Jorge y Virgen de las Mercedes,A4421,387,154594938,06/07/1978,3075,"$  61.500,00","$  61.500,00",7
San Juan,700041500,PROVINCIA DE LA PAMPA,Estatal,Urbano,AV.25 DE MAYO 776,J5460,264,4302058,13/08/1958,2857,"$  57.140,00","$  57.140,00",10
Ciudad de Buenos Aires,20068500,INSTITUTO PRIVADO ARGENTINO JAPONES EN BUENOS AIRES,Privado,Urbano,YATAY 261 ALMAGRO,C1184,11,4983-3310,11/02/1963,2623,"$  52.460,00","$  52.460,00",7
Misiones,540063401,Aula Sat. Nº 01: ESC. ADULTOS Nº 20,Estatal,Urbano,AV. 147 6716 ITAEMBÉ MINÍ CALLE Nº155 Y Nº151- GUARDERIA MUNIC.-BºESPERANZA,N33000,376,154588218,12/10/1993,4847,"$  96.940,00","$  96.940,00",7
Formosa,340069500,NEP Y FP Nº 24 MARTIN MIGUEL DE GUEMES,Estatal,Urbano,AYACUCHO Y THOMPSON  ITATI,P3610,3718,422860,31/07/1985,4395,"$  87.900,00","$  87.900,00",10
Santa Fe,820346613,GRADO RADIAL VIII-ESCUELA NOCTURNA NRO 21,Estatal,Urbano,JULIO CORTAZAR 2449 BARRIO FEDERAL-PROMEBA,S2300,,,04/02/1963,4992,"$  99.840,00","$  99.840,00",5
Santiago del Estero,860162000,JARDIN MUNICIPAL N° 1 BLANCA NIEVES,Estatal,Urbano,EJERCITO ARGENTINO 106 SAN FRANCISCO,G4200,385,4219181,31/05/1960,4919,"$  98.380,00","$  98.380,00",9
San Luis,740058300,CENTRO EDUCATIVO N°13 ROSA BURGOS DE AGUIRRE,Estatal,Rural,BELGRANO S/N  Villa del Carmen,D5835,2656,494120,10/03/1951,4715,"$  94.300,00","$  103.730,00",10
Santiago del Estero,860120500,ESCUELA Nº234 DR.BELISARIO SARAVIA,Estatal,Rural,LA ESTANCIA,G3752,,,03/07/1993,4146,"$  82.920,00","$  91.212,00",6
Tucumán,900043600,ESC. N° 217 - ANGEL MARIA SORIA,Estatal,Rural,RUTA NAC. Nº40- KM. 4296,T4141,0,3815654761,18/02/1988,2742,"$  54.840,00","$  60.324,00",8
Buenos Aires,60307300,INSTITUTO SUPERIOR FRAY MAMERTO ESQUIU,Privado,Urbano,PELLEGRINI ESQ. 3 s/n,1896,221,480-1167,24/01/1973,4970,"$  99.400,00","$  99.400,00",6
Buenos Aires,60451800,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 ALMIRANTE GUILLERMO BROWN,Estatal,Rural,S/N  EL DESCANSO,7223,2241,15-68-8307,10/07/1977,2652,"$  53.040,00","$  58.344,00",4
Santiago del Estero,860121800,ESCUELA Nº 837 INGENIERO MANUEL GALLARDO,Estatal,Urbano,RUTA NAC. Nº 9   Camino al Palomar,G4206,,,28/12/1988,3704,"$  74.080,00","$  74.080,00",6
Santiago del Estero,860080100,ESCUELA N° 711,Estatal,Rural,POZO CAVADO   POZO CAVADO,G4354,,,02/10/1972,3919,"$  78.380,00","$  86.218,00",3
Santiago del Estero,860177600,ESCUELA DE CAPACITACION LABORAL N° 12 PROF. DVINO A. PAZ,Estatal,Urbano,MITRE Y PEDRO LEON GALLO  CENTRO,G4300,,,04/11/1988,2445,"$  48.900,00","$  48.900,00",4
Ciudad de Buenos Aires,20099900,INSTITUTO COMPAÑIA DE MARIA,Privado,Urbano,CESPEDES 3172 COLEGIALES,C1426,11,4552-3317/6628,29/11/1972,3871,"$  77.420,00","$  77.420,00",7
Santa Fe,820432100,E.E.S. ORIENTADA NRO 526 PAULO FREIRE,Estatal,Rural,CALLE 3   ACAPULCO Y VERACRUZ CALLE 3 Y 8 - ESTACION JOSEFINA,S2403,3564,445511*3385,07/11/1974,3125,"$  62.500,00","$  68.750,00",4
Tucumán,900227300,JARDIN MATERNO INFANTIL CHISPITA,Privado,Urbano,SAN MARTIN 3733,4000,381,4315346,03/01/1965,2989,"$  59.780,00","$  59.780,00",8
Buenos Aires,60570900,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 BERNARDINO RIVADAVIA,Estatal,Urbano,SAN MARTIN 77,7130,2241,42-2313,07/10/1991,3250,"$  65.000,00","$  65.000,00",3
Mendoza,500067900,VILLA 25 DE MAYO,Estatal,Rural,RIVADAVIA Y CHACABUCO,M5615,260,4495189,19/01/1972,3523,"$  70.460,00","$  77.506,00",4
Santiago del Estero,860214704,AGRUPAMIENTO Nº 86024 ESC Nº 840,Estatal,Rural,LOMAS BLANCAS,G4200,,,19/04/1975,1590,"$  31.800,00","$  34.980,00",10
Formosa,340011300,JARDIN DE INFANTES SAN MIGUEL,Privado,Urbano,FUERZA AEREA ARG. Y MASFERRER- SEC C  LA PAZ B° LA PAZ,P3600,370,154627201,12/09/1961,2008,"$  40.160,00","$  40.160,00",9
Corrientes,180058500,ESCUELA Nº 122 PEDRO CRISTALDO,Estatal,Rural,sin datos 0 sin datos TRES CRUCES - 5TA. SECCIONES,W3403,0,0,29/11/1985,1778,"$  35.560,00","$  39.116,00",9
Misiones,540130000,ESC. Nº 841,Estatal,Rural,RUTA PROV. N° 219   PJE. SANTA LUCIA,N3379,3755,15686104,18/09/1978,2326,"$  46.520,00","$  51.172,00",7
Misiones,540132200,ESC. ESPECIAL Nº 33: HUELLAS DE FRONTERAS,Estatal,Urbano,AVDA. SAN MARTIN  CANTERAS AVDA. HOMERO JAUREGUI (ESC. 652),N3385,376,154674304/154630449,14/09/1993,2094,"$  41.880,00","$  41.880,00",6
Santa Fe,820114501,AULA RADIAL I - JARDIN DE INFANTES PART. INC. NRO 1253,Privado,Urbano,BLAS PARERA 7740,S3000,342,4882505,28/11/1980,2890,"$  57.800,00","$  57.800,00",8
Buenos Aires,60571400,JARDÍN DE INFANTES Nº906,Estatal,Urbano,HUSARES (E/IBARBOUDE Y ZALAZAR) 265,1688,11,4450-3672,14/03/1986,2037,"$  40.740,00","$  40.740,00",5
Salta,660116900,CENTRO DE FORMACION PROFESIONAL N° 3165,Estatal,Urbano,AVENIDA BELGRANO 124 20 DE FEBRERO,A4566,,,02/04/1975,2160,"$  43.200,00","$  43.200,00",4
La Pampa,420077300,Centro de Apoyo Escolar,Estatal,Urbano,Calle 6 N° 991 esq. 23  El Molino,L6360,2302,433459,10/11/1955,3037,"$  60.740,00","$  60.740,00",4
Mendoza,500099100,DEL NIÑO JESUS,Privado,Urbano,ARISTOBULO DEL VALLE,M5560,2622,422473,20/03/1963,3662,"$  73.240,00","$  73.240,00",3
Buenos Aires,60294000,ESCUELA ESPECIAL C.E.F.A (ESC. DE SORDOS E HIPOACUSTICO),Privado,Urbano,RODRIGUEZ PEÑA Y TIERRA DEL FUEGO 5690,7600,223,473-4450,25/01/1974,3565,"$  71.300,00","$  71.300,00",6
Ciudad de Buenos Aires,20073703,JIN C NIÑOS LATINOAMERICANOS  DE 13 (ESC. PRIM. N° 18 DE 13),Estatal,Urbano,SAN PEDRO 4457 PARQUE AVELLANEDA,C1439,11,4683-0777,25/07/1977,1580,"$  31.600,00","$  31.600,00",4
San Juan,700045000,PROVINCIA DE CHUBUT,Estatal,Rural,SAN ISIDRO S/N   SAN ISIDRO,J5461,264,4302056,15/12/1959,3895,"$  77.900,00","$  85.690,00",7
Ciudad de Buenos Aires,20076300,FELIX DE OLAZABAL,Estatal,Urbano,CNEL. RAMON L. FALCON 6702 LINIERS,C1408,11,4641-0679,15/02/1977,2571,"$  51.420,00","$  51.420,00",4
Santa Fe,820067600,ESCUELA NRO 923 MARTIN MIGUEL DE GUEMES,Estatal,Rural,ESTANCIA SAN FRANCISCO - RUTA PROV.NRO 39,S3070,3408,420230,10/06/1949,2681,"$  53.620,00","$  58.982,00",8
Buenos Aires,60046100,JARDÍN DE INFANTES MI NIDITO,Privado,Urbano,BAYLE 564,1706,11,4659-5340,01/01/1956,4452,"$  89.040,00","$  89.040,00",7
Chubut,260053303,CENTRO DE PROMOCIÓN BARRIAL EVITA,Estatal,Urbano,Rivadavia  Centro,U9000,297,4463999,28/10/1988,2564,"$  51.280,00","$  51.280,00",9
Río Negro,620045400,ESCUELA DE EDUCACION BASICA PARA ADULTOS NRO.18,Estatal,Urbano,RODRIGUEZ PEÑA 904 VILLA MITRE ESP 9,R8138,2931,432601,19/11/1965,4632,"$  92.640,00","$  92.640,00",8
Tucumán,900051300,ESC. N? 202 - GAUCHOS DE GUEMES,Estatal,Rural,ISLA SAN JOSE SUD,T4142,0,3863401959,23/06/1991,2231,"$  44.620,00","$  49.082,00",9
Santa Fe,820096400,ESCUELA NRO 942 GENERAL J. J. A. DE ARENALES,Estatal,Rural,COLONIA LA HIEDRA,S3061,3491,496160,07/02/1983,1751,"$  35.020,00","$  38.522,00",8
Chaco,220018700,E.E.P. Nº 812 NICOLAS AVELLANEDA,Estatal,Rural,LOTE 15-PJE.PPA.VERDE-KM.50-RUTA PROV.Nº 4-RUTA NAC.Nº 9,H3530,,,07/09/1960,3497,"$  69.940,00","$  76.934,00",10
Buenos Aires,60459600,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 MARTÍN MIGUEL DE GÜEMES,Estatal,Rural,CUARTEL IV S/N  LA CARMEN,6015,2355,2491486,11/07/1955,3798,"$  75.960,00","$  83.556,00",7
Buenos Aires,60476600,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 VICENTE LOPEZ,Estatal,Rural,R. PROV. 57 ESTACION PIÑEYRO S/N  CUARTEL II,7540,2926,15-41-0746,20/01/1987,1574,"$  31.480,00","$  34.628,00",4
Mendoza,500126000,18 DE abril,Estatal,Urbano,SAN ISIDRO 791  SAN ISIDRO Y ALEM,M5577,0,0,17/04/1984,2162,"$  43.240,00","$  43.240,00",4
Córdoba,140108000,ATALIVA HERRERA,Estatal,Rural,CAMINO HOGAR DE ANCIANOS   COLONIA STA. RITA,X5121,3547,497632,20/04/1966,4035,"$  80.700,00","$  88.770,00",7
Jujuy,380033800,ESCUELA N 352,Estatal,Rural,ALFARCITO,Y4624,,,05/08/1968,4611,"$  92.220,00","$  101.442,00",8
Buenos Aires,60012100,INSTITUTO CULTURAL ROCA,Privado,Urbano,RICHIERI 961,1686,11,4665-0257/0437,06/08/1959,2473,"$  49.460,00","$  49.460,00",10
Santa Fe,820020106,C.E.P.A. NRO 177,Estatal,Urbano,SUCRE 1457 LA REPUBLICA,S2000,341,4724510,05/12/1991,2708,"$  54.160,00","$  54.160,00",8
Santiago del Estero,860206503,AGRUPAMIENTO Nº 86112 - ANEXO ESCUELA Nº393,Estatal,Rural,EL ALBORDON,G4200,,,22/10/1980,2186,"$  43.720,00","$  48.092,00",10
Buenos Aires,60054000,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 GENERAL SAN MARTIN,Estatal,Urbano,MAISON E/ DRAGO Y ROCHA 531,1712,11,4629-6909,15/03/1968,4198,"$  83.960,00","$  83.960,00",10
Entre Ríos,300012200,FRANCISCO RAMIREZ 61,Estatal,Rural,ARROYO ESTEVEZ   TERCERA SECCION DE ISLAS,E3153,0,0,06/04/1986,2616,"$  52.320,00","$  57.552,00",5
Santa Fe,820388000,INSTITUTO SUPERIOR DE EDUCACION TECNICA NRO 59,Estatal,Urbano,SAN LUIS 663,S2209,3476,470663,24/11/1981,3469,"$  69.380,00","$  69.380,00",6
Córdoba,140079201,C.E.N.M.A. COSQUIN ANEXO VALLE HERMOSO,Estatal,Urbano,GOBERNADOR NUÑEZ  CENTRO VALLE HERMOSO,X5168,3548,471877,18/02/1979,2018,"$  40.360,00","$  40.360,00",5
Formosa,340085504,NEP Y FP Nº 30 - CENTRO COM.VIRGEN DE LA ESPERANZA,Estatal,Urbano,CORDOBA S/N  CENTRO COMUNITARIO VIRGEN DE LA ESPERANZA,P3600,3704,653587,13/07/1988,2482,"$  49.640,00","$  49.640,00",7
Tucumán,900076600,COL. DEL SANTISIMO ROSARIO,Privado,Urbano,BELGRANO 82,T4142,0,03863-426379,16/09/1951,3449,"$  68.980,00","$  68.980,00",3
Mendoza,500245800,EDUARDO GALEANO,Estatal,Rural,CARRIL SAN PEDRO Y LAS PIEDRITAS,M5589,261,5700262,12/08/1986,2007,"$  40.140,00","$  44.154,00",4
Santa Cruz,780031900,COLEGIO PROV. DE EDUCACION SECUNDARIA Nº 32,Estatal,Rural,SAN MARTIN S/N,Z9019,297,4993871,27/01/1982,3300,"$  66.000,00","$  72.600,00",3
Santa Fe,820406901,NUCLEO I - JARDIN DE INFANTES NRO 252 GRACIELA MOISO,Estatal,Urbano,CAMPO NICOLI,S2453,3401,471166,12/06/1952,1813,"$  36.260,00","$  36.260,00",10
Buenos Aires,60124100,ESCUELA DE EDUCACIÓN PRIMARIA Nº48 NICOLAS AVELLANEDA,Estatal,Rural,S/N  EL MATE,6663,2345,428517,30/04/1981,4083,"$  81.660,00","$  89.826,00",3
Santiago del Estero,860009000,ESCUELA Nº 358 / JI 875,Estatal,Rural,EL ROSADO   POR RUTA PCIAL.N 176 ENTRANDO 7 KM POR CAMINO VECINAL,G4197,,,21/06/1991,4433,"$  88.660,00","$  97.526,00",7
Jujuy,380010400,ESCUELA N 108 REPUBLICA DE CHILE,Estatal,Rural,RUTA PROV N 2 - KM 19,Y4605,1,1,19/05/1984,2025,"$  40.500,00","$  44.550,00",9
Mendoza,500038800,CATAMARCA,Estatal,Rural,BELGRANO S/N,M5579,263,4308515,26/10/1987,4845,"$  96.900,00","$  106.590,00",10
San Juan,700056800,PRESIDENTE JULIO ARGENTINO ROCA,Estatal,Rural,PASO DE LOS ANDES S/N                 MARAYES,J5444,264,4302150,09/09/1952,1611,"$  32.220,00","$  35.442,00",5
San Juan,700066217,PROPAA -ZONA NORTE- UNID.EDUC.073,Estatal,Urbano,MAESTRO ACIAR S/N  CAMPO AFUERA V° VILLICUM,J5419,,,24/02/1960,2224,"$  44.480,00","$  44.480,00",3
Buenos Aires,60231400,JARDÍN DE INFANTES MUNICIPAL Nº25,Estatal,Urbano,MANUEL ESTEVEZ E/ A. ROCA Y PINZON 1120  VILLA TRANQUILA,1870,11,4205-9620,19/04/1982,3792,"$  75.840,00","$  75.840,00",4
Formosa,340013800,EPEP N°191,Estatal,Rural,EL DIVISADERO,P3624,3716618623,,26/07/1987,2715,"$  54.300,00","$  59.730,00",3
Santa Fe,820221300,ESCUELA PART. INC. NRO 1168 MARIANO MORENO,Privado,Urbano,MARIANO MORENO 450 VIRGEN NIÑA,S2347,3562,466291,14/05/1949,4485,"$  89.700,00","$  89.700,00",9
Chaco,220037800,E.E.P. Nº  333-MTRO. ARGENTINO,Estatal,Rural,NESTOR KIRCHNER LOTE 17-CIRC.I-SEC.K-CH.4-PC.1B-COL.BAJO HONDO,H3700,0,0,10/09/1958,1558,"$  31.160,00","$  34.276,00",3
Mendoza,500207902,CENS N° 3-490 SANTA MARIA DEL SILENCIO,Estatal,Urbano,OLASCOAGA 780,5600,260,154552829,03/03/1962,4833,"$  96.660,00","$  96.660,00",8
San Luis,740065700,CENTRO DE FORMACION PROFESIONAL N° 1 OTTO KRAUSE,Estatal,Urbano,DOCTOR ESPERANTO Y ALMAFUERTE  PRINGLES,5700,,,18/03/1995,1630,"$  32.600,00","$  32.600,00",6
Tucumán,900218000,ESC. SECUNDARIA EL NOGALITO,Estatal,Rural,EL NOGALITO,T4105,0,3814465299,02/01/1977,1708,"$  34.160,00","$  37.576,00",5
Mendoza,500059700,DR. GUILLERMO RAWSON,Estatal,Urbano,AZOPARDO 76 CENTRO CIVICO,M5501,261,4-220265,05/03/1979,3638,"$  72.760,00","$  72.760,00",7
Santa Fe,820283100,ESCUELA NRO 1269 MALVINAS ARGENTINAS,Estatal,Rural,RUTA PROVINCIAL NRO 32   ISLETA LINDA,S3061,3491,496180,13/03/1977,4238,"$  84.760,00","$  93.236,00",8
Tucumán,900042100,COL. LEON XIII DE SAN JOSE,Privado,Urbano,ENTRE RIOS 367,T4000,0,4214585,14/10/1981,2719,"$  54.380,00","$  54.380,00",3
Misiones,540151000,ESC. Nº 894 (Ex Aula Sat. Nº 01: ESC. Nº 195),Estatal,Rural,HIPOLITO YRIGOYEN    HIPOLITO YRIGOYEN Y EL COLONO,N3315,3754,15417292,06/10/1950,1643,"$  32.860,00","$  36.146,00",8
Catamarca,100023500,ESCUELA N° 97,Estatal,Rural,EL BOSQUESILLO,K5261,,,25/01/1956,5000,"$  100.000,00","$  110.000,00",9
Santiago del Estero,860088800,ESCUELA Nº 81 PRIMERA JUNTA,Estatal,Rural,CAÑADA DE LA COSTA,4220,,,08/11/1963,2687,"$  53.740,00","$  59.114,00",4
Buenos Aires,60385800,INSTITUTO GENERAL DON JOSÉ DE SAN MARTÍN,Privado,Urbano,AVELLANEDA Y RUTA 23 3128  BARRIO LOS PARAISOS,1744,237,468-6405,10/03/1993,1945,"$  38.900,00","$  38.900,00",8
Santa Fe,820020600,JARDIN DE INFANTES NRO 26 SAN LUIS GONZAGA,Estatal,Urbano,1RO DE MAYO 2328 CENTRO,S3000,342,4572512,31/07/1974,3844,"$  76.880,00","$  76.880,00",5
Santa Fe,820063800,ESCUELA NRO 30 DOMINGO GUZMAN SILVA,Estatal,Urbano,RUTA PROVINCIAL NRO 1 KM 13,S3001,342,4577100*7100,28/06/1966,2199,"$  43.980,00","$  43.980,00",3
Corrientes,180044200,ESCUELA Nº 139 AMBROSIO DE ACOSTA,Estatal,Urbano,LAVALLE 4300 BARRIO GUEMES entre las calles Medrano y Río Juramento,W3400,379,154388466,30/05/1969,4169,"$  83.380,00","$  83.380,00",6
Misiones,540067900,ESC. Nº 403: REP. FEDER. DEL BRASIL,Estatal,Urbano,Lote N° 192- Sección IX   Lote Nº 192- Sección IX,N3360,3755,15525617,11/04/1995,2795,"$  55.900,00","$  55.900,00",3
Santa Fe,820040600,ESCUELA NRO 961 DOMINGO FAUSTINO SARMIENTO,Estatal,Rural,CAMPO HARDY   CALLE VECINAL,S3516,3482,499154,05/09/1955,2971,"$  59.420,00","$  65.362,00",9
Córdoba,140051802,I.P.E.M. N° 126 ADA E. SIMONETTA - ANEXO COLONIA BISMARCK -,Estatal,Rural,RIVADAVIA 360  COLONIA BISMARK,X2652,3468,493281,01/05/1991,4456,"$  89.120,00","$  98.032,00",10
San Juan,700070600,COLEGIO PARROQUIAL SAN JUAN BOSCO - CAPACITACION LABORAL,Privado,Rural,RAWSON S/N   VILLA ALEM,J5439,264,4971217,13/09/1971,3568,"$  71.360,00","$  78.496,00",9
Santiago del Estero,860174100,CENTRO DE EDUCACION BASICA DE ADULTOS Nº095,Estatal,Urbano,JUAN D PERON SN  ESCUELA 1027 CALLE JUAN D. PERON S/N  LOS JURIES,G3763,,,13/11/1988,1738,"$  34.760,00","$  34.760,00",5
Jujuy,380073300,JARDIN INDEPENDIENTE LA VIRGEN NIÑA,Estatal,Urbano,AV. LIBERTAD 889 25 DE MAYO,Y4612,388,4270686,11/09/1983,4005,"$  80.100,00","$  80.100,00",10
Santa Fe,820017304,CE.C.LA. NRO 54,Estatal,Urbano,TUCUMAN 3445 DOCTOR LUIS AGOTE,S2000,341,4392744,26/12/1964,3592,"$  71.840,00","$  71.840,00",3
Corrientes,180071500,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 7 PADRE J. DEMARCHI,Estatal,Urbano,MARIANO MORENO S/N  BO. SAN ANTONIO-03782-15405100,W3420,,,28/08/1974,3350,"$  67.000,00","$  67.000,00",8
Misiones,540134300,ESC. Nº 857: SOL NACIENTE,Estatal,Urbano,AVDA. JUAN PABLO II  A 3-1(VIRGEN DE FÁTIMA) BARRIO FATIMA A 3-1,N3304,376,154391092/4722754,11/07/1966,2162,"$  43.240,00","$  43.240,00",3
Santa Fe,820196900,JARDIN DE INFANTES NRO 29,Estatal,Urbano,CALLE 55 352,S2607,3462,451720,18/07/1979,4913,"$  98.260,00","$  98.260,00",10
Santa Fe,820103700,TALLER DE EDUCACION MANUAL NRO 148 PABLO PIZZURNO,Estatal,Urbano,CALLE 15 647,S2505,3471,489013,20/08/1960,4986,"$  99.720,00","$  99.720,00",3
Santa Fe,820237300,ESCUELA NRO 6 DOCTOR MARIANO MORENO,Estatal,Urbano,ITUZAINGO 1814 CANDIOTI,S3000,342,4572952*2952,15/10/1962,2398,"$  47.960,00","$  47.960,00",6
Córdoba,140062000,J.DE INF. EL JILGUERITO,Estatal,Urbano,RIVADAVIA 938  ARROYO CABRAL,X5917,353,4877861,24/01/1985,3639,"$  72.780,00","$  72.780,00",6
Mendoza,500179102,PROF. FABIAN ROBERTO TESTA,Estatal,Urbano,FLORES SUR CALLE 5 Y CALLE 2,M5500,261,4201033,29/06/1990,4878,"$  97.560,00","$  97.560,00",4
Salta,660057600,INSTITUTO SUPERIOR DE FORMACION DOCENTE Nª 6015,Estatal,Urbano,HIPOLITO IRIGOYEN Y SAN LUIS  CENTRO,A4550,3878,472188,04/11/1961,4655,"$  93.100,00","$  93.100,00",9
Santiago del Estero,860115200,ESCUELA N° 375 MERCEDES SALAVERRI DE IRURZUM,Estatal,Urbano,DORREGO 1430 DORREGO,G4300,,,28/09/1987,2197,"$  43.940,00","$  43.940,00",6
Buenos Aires,60267000,COMUNIDAD EDUCATIVA CRECIENDO JUNTOS,Privado,Urbano,BELGRANO Y ALTE. BROWN 2901  BARRIO PARQUE,1744,237,469-1162,31/01/1978,4393,"$  87.860,00","$  87.860,00",6
Buenos Aires,60533700,JARDÍN DE INFANTES SAGRADA FAMILIA,Privado,Urbano,BOLIVAR E/ PAGOLA Y 3 DE FEBRERO 755,2800,3487,42-2423,26/01/1953,4597,"$  91.940,00","$  91.940,00",10
Chaco,220021501,E.E.P. Nº  953,Estatal,Rural,LOTE 8-PJE.EL QUEBRACHO BALEADO,H3705,,,23/03/1984,2527,"$  50.540,00","$  55.594,00",8
Chubut,260026100,VUELTA DEL RIO,Estatal,Urbano,J.J. Williams,U9107,280,4492042/4492054,16/09/1982,3851,"$  77.020,00","$  77.020,00",10
Corrientes,180052400,ESCUELA Nº 265 GREGORIA M.DE SAN MARTIN,Estatal,Urbano,AV.SAN MARTIN Y AMADO BONPLAND   ESC. N°265 ¨GREGORIA M. DE SAN MARTIN¨,W3230,3772,15515553- 15417662,13/12/1962,2579,"$  51.580,00","$  51.580,00",10
